Main.Row	Main.Col	Sub.Row	Sub.Col	SubgridAlias	SpotType	Dilution	GridAlias
4	2	5	5	Sample-5-1-5	Sample	6.25	Sample-823
4	2	5	6	Sample-5-2-1	Sample	100	Sample-824
4	2	5	7	Sample-5-2-2	Sample	50	Sample-824
4	2	5	8	Sample-5-2-3	Sample	25	Sample-824
4	2	5	9	Sample-5-2-4	Sample	12.5	Sample-824
4	2	5	10	Sample-5-2-5	Sample	6.25	Sample-824
4	2	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-75
4	2	6	1	Sample-6-1-1	Sample	100	Sample-825
4	2	6	2	Sample-6-1-2	Sample	50	Sample-825
4	2	6	3	Sample-6-1-3	Sample	25	Sample-825
4	2	6	4	Sample-6-1-4	Sample	12.5	Sample-825
4	2	6	5	Sample-6-1-5	Sample	6.25	Sample-825
4	2	6	6	Sample-6-2-1	Sample	100	Sample-826
4	2	6	7	Sample-6-2-2	Sample	50	Sample-826
4	2	6	8	Sample-6-2-3	Sample	25	Sample-826
4	2	6	9	Sample-6-2-4	Sample	12.5	Sample-826
4	2	6	10	Sample-6-2-5	Sample	6.25	Sample-826
4	2	6	11	NegCtrl	NegCtrl	0	NegCtrl-38
4	2	7	1	Sample-7-1-1	Sample	100	Sample-827
4	2	7	2	Sample-7-1-2	Sample	50	Sample-827
4	2	7	3	Sample-7-1-3	Sample	25	Sample-827
4	2	7	4	Sample-7-1-4	Sample	12.5	Sample-827
4	2	7	5	Sample-7-1-5	Sample	6.25	Sample-827
4	2	7	6	Sample-7-2-1	Sample	100	Sample-828
4	2	7	7	Sample-7-2-2	Sample	50	Sample-828
4	2	7	8	Sample-7-2-3	Sample	25	Sample-828
4	2	7	9	Sample-7-2-4	Sample	12.5	Sample-828
4	2	7	10	Sample-7-2-5	Sample	6.25	Sample-828
4	2	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-76
4	2	8	1	Sample-8-1-1	Sample	100	Sample-829
4	2	8	2	Sample-8-1-2	Sample	50	Sample-829
4	2	8	3	Sample-8-1-3	Sample	25	Sample-829
4	2	8	4	Sample-8-1-4	Sample	12.5	Sample-829
4	2	8	5	Sample-8-1-5	Sample	6.25	Sample-829
4	2	8	6	Sample-8-2-1	Sample	100	Sample-830
4	2	8	7	Sample-8-2-2	Sample	50	Sample-830
4	2	8	8	Sample-8-2-3	Sample	25	Sample-830
4	2	8	9	Sample-8-2-4	Sample	12.5	Sample-830
4	2	8	10	Sample-8-2-5	Sample	6.25	Sample-830
4	2	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-76
4	2	9	1	Sample-9-1-1	Sample	100	Sample-831
4	2	9	2	Sample-9-1-2	Sample	50	Sample-831
4	2	9	3	Sample-9-1-3	Sample	25	Sample-831
4	2	9	4	Sample-9-1-4	Sample	12.5	Sample-831
4	2	9	5	Sample-9-1-5	Sample	6.25	Sample-831
4	2	9	6	Sample-9-2-1	Sample	100	Sample-832
4	2	9	7	Sample-9-2-2	Sample	50	Sample-832
4	2	9	8	Sample-9-2-3	Sample	25	Sample-832
4	2	9	9	Sample-9-2-4	Sample	12.5	Sample-832
4	2	9	10	Sample-9-2-5	Sample	6.25	Sample-832
4	2	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-76
4	2	10	1	Sample-10-1-1	Sample	100	Sample-833
4	2	10	2	Sample-10-1-2	Sample	50	Sample-833
4	2	10	3	Sample-10-1-3	Sample	25	Sample-833
4	2	10	4	Sample-10-1-4	Sample	12.5	Sample-833
4	2	10	5	Sample-10-1-5	Sample	6.25	Sample-833
4	2	10	6	Sample-10-2-1	Sample	100	Sample-834
4	2	10	7	Sample-10-2-2	Sample	50	Sample-834
4	2	10	8	Sample-10-2-3	Sample	25	Sample-834
4	2	10	9	Sample-10-2-4	Sample	12.5	Sample-834
4	2	10	10	Sample-10-2-5	Sample	6.25	Sample-834
4	2	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-76
4	2	11	1	Sample-11-1-1	Sample	100	Sample-835
4	2	11	2	Sample-11-1-2	Sample	50	Sample-835
4	2	11	3	Sample-11-1-3	Sample	25	Sample-835
4	2	11	4	Sample-11-1-4	Sample	12.5	Sample-835
4	2	11	5	Sample-11-1-5	Sample	6.25	Sample-835
4	2	11	6	Sample-11-2-1	Sample	100	Sample-836
4	2	11	7	Sample-11-2-2	Sample	50	Sample-836
4	2	11	8	Sample-11-2-3	Sample	25	Sample-836
4	2	11	9	Sample-11-2-4	Sample	12.5	Sample-836
4	2	11	10	Sample-11-2-5	Sample	6.25	Sample-836
4	2	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-76
4	3	1	1	Sample-1-1-1	Sample	100	Sample-837
4	3	1	2	Sample-1-1-2	Sample	50	Sample-837
4	3	1	3	Sample-1-1-3	Sample	25	Sample-837
4	3	1	4	Sample-1-1-4	Sample	12.5	Sample-837
4	3	1	5	Sample-1-1-5	Sample	6.25	Sample-837
4	3	1	6	Sample-1-2-1	Sample	100	Sample-838
4	3	1	7	Sample-1-2-2	Sample	50	Sample-838
4	3	1	8	Sample-1-2-3	Sample	25	Sample-838
4	3	1	9	Sample-1-2-4	Sample	12.5	Sample-838
4	3	1	10	Sample-1-2-5	Sample	6.25	Sample-838
4	3	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-77
4	3	2	1	Sample-2-1-1	Sample	100	Sample-839
4	3	2	2	Sample-2-1-2	Sample	50	Sample-839
4	3	2	3	Sample-2-1-3	Sample	25	Sample-839
4	3	2	4	Sample-2-1-4	Sample	12.5	Sample-839
4	3	2	5	Sample-2-1-5	Sample	6.25	Sample-839
4	3	2	6	Sample-2-2-1	Sample	100	Sample-840
4	3	2	7	Sample-2-2-2	Sample	50	Sample-840
4	3	2	8	Sample-2-2-3	Sample	25	Sample-840
4	3	2	9	Sample-2-2-4	Sample	12.5	Sample-840
4	3	2	10	Sample-2-2-5	Sample	6.25	Sample-840
4	3	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-77
4	3	3	1	Sample-3-1-1	Sample	100	Sample-841
4	3	3	2	Sample-3-1-2	Sample	50	Sample-841
4	3	3	3	Sample-3-1-3	Sample	25	Sample-841
4	3	3	4	Sample-3-1-4	Sample	12.5	Sample-841
4	3	3	5	Sample-3-1-5	Sample	6.25	Sample-841
4	3	3	6	Sample-3-2-1	Sample	100	Sample-842
4	3	3	7	Sample-3-2-2	Sample	50	Sample-842
4	3	3	8	Sample-3-2-3	Sample	25	Sample-842
4	3	3	9	Sample-3-2-4	Sample	12.5	Sample-842
4	3	3	10	Sample-3-2-5	Sample	6.25	Sample-842
4	3	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-77
4	3	4	1	Sample-4-1-1	Sample	100	Sample-843
4	3	4	2	Sample-4-1-2	Sample	50	Sample-843
4	3	4	3	Sample-4-1-3	Sample	25	Sample-843
4	3	4	4	Sample-4-1-4	Sample	12.5	Sample-843
4	3	4	5	Sample-4-1-5	Sample	6.25	Sample-843
4	3	4	6	Sample-4-2-1	Sample	100	Sample-844
4	3	4	7	Sample-4-2-2	Sample	50	Sample-844
4	3	4	8	Sample-4-2-3	Sample	25	Sample-844
4	3	4	9	Sample-4-2-4	Sample	12.5	Sample-844
4	3	4	10	Sample-4-2-5	Sample	6.25	Sample-844
4	3	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-77
4	3	5	1	Sample-5-1-1	Sample	100	Sample-845
4	3	5	2	Sample-5-1-2	Sample	50	Sample-845
4	3	5	3	Sample-5-1-3	Sample	25	Sample-845
4	3	5	4	Sample-5-1-4	Sample	12.5	Sample-845
4	3	5	5	Sample-5-1-5	Sample	6.25	Sample-845
4	3	5	6	Sample-5-2-1	Sample	100	Sample-846
4	3	5	7	Sample-5-2-2	Sample	50	Sample-846
4	3	5	8	Sample-5-2-3	Sample	25	Sample-846
4	3	5	9	Sample-5-2-4	Sample	12.5	Sample-846
4	3	5	10	Sample-5-2-5	Sample	6.25	Sample-846
4	3	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-77
4	3	6	1	Sample-6-1-1	Sample	100	Sample-847
4	3	6	2	Sample-6-1-2	Sample	50	Sample-847
4	3	6	3	Sample-6-1-3	Sample	25	Sample-847
4	3	6	4	Sample-6-1-4	Sample	12.5	Sample-847
4	3	6	5	Sample-6-1-5	Sample	6.25	Sample-847
4	3	6	6	Sample-6-2-1	Sample	100	Sample-848
4	3	6	7	Sample-6-2-2	Sample	50	Sample-848
4	3	6	8	Sample-6-2-3	Sample	25	Sample-848
4	3	6	9	Sample-6-2-4	Sample	12.5	Sample-848
4	3	6	10	Sample-6-2-5	Sample	6.25	Sample-848
4	3	6	11	NegCtrl	NegCtrl	0	NegCtrl-39
4	3	7	1	Sample-7-1-1	Sample	100	Sample-849
4	3	7	2	Sample-7-1-2	Sample	50	Sample-849
4	3	7	3	Sample-7-1-3	Sample	25	Sample-849
4	3	7	4	Sample-7-1-4	Sample	12.5	Sample-849
4	3	7	5	Sample-7-1-5	Sample	6.25	Sample-849
4	3	7	6	Sample-7-2-1	Sample	100	Sample-850
4	3	7	7	Sample-7-2-2	Sample	50	Sample-850
4	3	7	8	Sample-7-2-3	Sample	25	Sample-850
4	3	7	9	Sample-7-2-4	Sample	12.5	Sample-850
4	3	7	10	Sample-7-2-5	Sample	6.25	Sample-850
4	3	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-78
4	3	8	1	Sample-8-1-1	Sample	100	Sample-851
4	3	8	2	Sample-8-1-2	Sample	50	Sample-851
4	3	8	3	Sample-8-1-3	Sample	25	Sample-851
4	3	8	4	Sample-8-1-4	Sample	12.5	Sample-851
4	3	8	5	Sample-8-1-5	Sample	6.25	Sample-851
4	3	8	6	Sample-8-2-1	Sample	100	Sample-852
4	3	8	7	Sample-8-2-2	Sample	50	Sample-852
4	3	8	8	Sample-8-2-3	Sample	25	Sample-852
4	3	8	9	Sample-8-2-4	Sample	12.5	Sample-852
4	3	8	10	Sample-8-2-5	Sample	6.25	Sample-852
4	3	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-78
4	3	9	1	Sample-9-1-1	Sample	100	Sample-853
4	3	9	2	Sample-9-1-2	Sample	50	Sample-853
4	3	9	3	Sample-9-1-3	Sample	25	Sample-853
4	3	9	4	Sample-9-1-4	Sample	12.5	Sample-853
4	3	9	5	Sample-9-1-5	Sample	6.25	Sample-853
4	3	9	6	Sample-9-2-1	Sample	100	Sample-854
4	3	9	7	Sample-9-2-2	Sample	50	Sample-854
4	3	9	8	Sample-9-2-3	Sample	25	Sample-854
4	3	9	9	Sample-9-2-4	Sample	12.5	Sample-854
4	3	9	10	Sample-9-2-5	Sample	6.25	Sample-854
4	3	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-78
4	3	10	1	Sample-10-1-1	Sample	100	Sample-855
4	3	10	2	Sample-10-1-2	Sample	50	Sample-855
4	3	10	3	Sample-10-1-3	Sample	25	Sample-855
4	3	10	4	Sample-10-1-4	Sample	12.5	Sample-855
4	3	10	5	Sample-10-1-5	Sample	6.25	Sample-855
4	3	10	6	Sample-10-2-1	Sample	100	Sample-856
4	3	10	7	Sample-10-2-2	Sample	50	Sample-856
4	3	10	8	Sample-10-2-3	Sample	25	Sample-856
4	3	10	9	Sample-10-2-4	Sample	12.5	Sample-856
4	3	10	10	Sample-10-2-5	Sample	6.25	Sample-856
4	3	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-78
4	3	11	1	Sample-11-1-1	Sample	100	Sample-857
4	3	11	2	Sample-11-1-2	Sample	50	Sample-857
4	3	11	3	Sample-11-1-3	Sample	25	Sample-857
4	3	11	4	Sample-11-1-4	Sample	12.5	Sample-857
4	3	11	5	Sample-11-1-5	Sample	6.25	Sample-857
4	3	11	6	Sample-11-2-1	Sample	100	Sample-858
4	3	11	7	Sample-11-2-2	Sample	50	Sample-858
4	3	11	8	Sample-11-2-3	Sample	25	Sample-858
4	3	11	9	Sample-11-2-4	Sample	12.5	Sample-858
4	3	11	10	Sample-11-2-5	Sample	6.25	Sample-858
4	3	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-78
4	4	1	1	Sample-1-1-1	Sample	100	Sample-859
4	4	1	2	Sample-1-1-2	Sample	50	Sample-859
4	4	1	3	Sample-1-1-3	Sample	25	Sample-859
4	4	1	4	Sample-1-1-4	Sample	12.5	Sample-859
4	4	1	5	Sample-1-1-5	Sample	6.25	Sample-859
4	4	1	6	Sample-1-2-1	Sample	100	Sample-860
4	4	1	7	Sample-1-2-2	Sample	50	Sample-860
4	4	1	8	Sample-1-2-3	Sample	25	Sample-860
4	4	1	9	Sample-1-2-4	Sample	12.5	Sample-860
4	4	1	10	Sample-1-2-5	Sample	6.25	Sample-860
4	4	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-79
4	4	2	1	Sample-2-1-1	Sample	100	Sample-861
4	4	2	2	Sample-2-1-2	Sample	50	Sample-861
4	4	2	3	Sample-2-1-3	Sample	25	Sample-861
4	4	2	4	Sample-2-1-4	Sample	12.5	Sample-861
4	4	2	5	Sample-2-1-5	Sample	6.25	Sample-861
4	4	2	6	Sample-2-2-1	Sample	100	Sample-862
4	4	2	7	Sample-2-2-2	Sample	50	Sample-862
4	4	2	8	Sample-2-2-3	Sample	25	Sample-862
4	4	2	9	Sample-2-2-4	Sample	12.5	Sample-862
4	4	2	10	Sample-2-2-5	Sample	6.25	Sample-862
4	4	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-79
4	4	3	1	Sample-3-1-1	Sample	100	Sample-863
4	4	3	2	Sample-3-1-2	Sample	50	Sample-863
4	4	3	3	Sample-3-1-3	Sample	25	Sample-863
4	4	3	4	Sample-3-1-4	Sample	12.5	Sample-863
4	4	3	5	Sample-3-1-5	Sample	6.25	Sample-863
4	4	3	6	Sample-3-2-1	Sample	100	Sample-864
4	4	3	7	Sample-3-2-2	Sample	50	Sample-864
4	4	3	8	Sample-3-2-3	Sample	25	Sample-864
4	4	3	9	Sample-3-2-4	Sample	12.5	Sample-864
4	4	3	10	Sample-3-2-5	Sample	6.25	Sample-864
4	4	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-79
4	4	4	1	Sample-4-1-1	Sample	100	Sample-865
4	4	4	2	Sample-4-1-2	Sample	50	Sample-865
4	4	4	3	Sample-4-1-3	Sample	25	Sample-865
4	4	4	4	Sample-4-1-4	Sample	12.5	Sample-865
4	4	4	5	Sample-4-1-5	Sample	6.25	Sample-865
4	4	4	6	Sample-4-2-1	Sample	100	Sample-866
4	4	4	7	Sample-4-2-2	Sample	50	Sample-866
4	4	4	8	Sample-4-2-3	Sample	25	Sample-866
4	4	4	9	Sample-4-2-4	Sample	12.5	Sample-866
4	4	4	10	Sample-4-2-5	Sample	6.25	Sample-866
4	4	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-79
4	4	5	1	Sample-5-1-1	Sample	100	Sample-867
4	4	5	2	Sample-5-1-2	Sample	50	Sample-867
4	4	5	3	Sample-5-1-3	Sample	25	Sample-867
4	4	5	4	Sample-5-1-4	Sample	12.5	Sample-867
4	4	5	5	Sample-5-1-5	Sample	6.25	Sample-867
4	4	5	6	Sample-5-2-1	Sample	100	Sample-868
4	4	5	7	Sample-5-2-2	Sample	50	Sample-868
4	4	5	8	Sample-5-2-3	Sample	25	Sample-868
4	4	5	9	Sample-5-2-4	Sample	12.5	Sample-868
4	4	5	10	Sample-5-2-5	Sample	6.25	Sample-868
4	4	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-79
4	4	6	1	Sample-6-1-1	Sample	100	Sample-869
4	4	6	2	Sample-6-1-2	Sample	50	Sample-869
4	4	6	3	Sample-6-1-3	Sample	25	Sample-869
4	4	6	4	Sample-6-1-4	Sample	12.5	Sample-869
4	4	6	5	Sample-6-1-5	Sample	6.25	Sample-869
4	4	6	6	Sample-6-2-1	Sample	100	Sample-870
4	4	6	7	Sample-6-2-2	Sample	50	Sample-870
4	4	6	8	Sample-6-2-3	Sample	25	Sample-870
4	4	6	9	Sample-6-2-4	Sample	12.5	Sample-870
4	4	6	10	Sample-6-2-5	Sample	6.25	Sample-870
4	4	6	11	NegCtrl	NegCtrl	0	NegCtrl-40
4	4	7	1	Sample-7-1-1	Sample	100	Sample-871
4	4	7	2	Sample-7-1-2	Sample	50	Sample-871
4	4	7	3	Sample-7-1-3	Sample	25	Sample-871
4	4	7	4	Sample-7-1-4	Sample	12.5	Sample-871
4	4	7	5	Sample-7-1-5	Sample	6.25	Sample-871
4	4	7	6	Sample-7-2-1	Sample	100	Sample-872
4	4	7	7	Sample-7-2-2	Sample	50	Sample-872
4	4	7	8	Sample-7-2-3	Sample	25	Sample-872
4	4	7	9	Sample-7-2-4	Sample	12.5	Sample-872
4	4	7	10	Sample-7-2-5	Sample	6.25	Sample-872
4	4	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-80
4	4	8	1	Sample-8-1-1	Sample	100	Sample-873
4	4	8	2	Sample-8-1-2	Sample	50	Sample-873
4	4	8	3	Sample-8-1-3	Sample	25	Sample-873
4	4	8	4	Sample-8-1-4	Sample	12.5	Sample-873
4	4	8	5	Sample-8-1-5	Sample	6.25	Sample-873
4	4	8	6	Sample-8-2-1	Sample	100	Sample-874
4	4	8	7	Sample-8-2-2	Sample	50	Sample-874
4	4	8	8	Sample-8-2-3	Sample	25	Sample-874
4	4	8	9	Sample-8-2-4	Sample	12.5	Sample-874
4	4	8	10	Sample-8-2-5	Sample	6.25	Sample-874
4	4	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-80
4	4	9	1	Sample-9-1-1	Sample	100	Sample-875
4	4	9	2	Sample-9-1-2	Sample	50	Sample-875
4	4	9	3	Sample-9-1-3	Sample	25	Sample-875
4	4	9	4	Sample-9-1-4	Sample	12.5	Sample-875
4	4	9	5	Sample-9-1-5	Sample	6.25	Sample-875
4	4	9	6	Sample-9-2-1	Sample	100	Sample-876
4	4	9	7	Sample-9-2-2	Sample	50	Sample-876
4	4	9	8	Sample-9-2-3	Sample	25	Sample-876
4	4	9	9	Sample-9-2-4	Sample	12.5	Sample-876
4	4	9	10	Sample-9-2-5	Sample	6.25	Sample-876
4	4	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-80
4	4	10	1	Sample-10-1-1	Sample	100	Sample-877
4	4	10	2	Sample-10-1-2	Sample	50	Sample-877
4	4	10	3	Sample-10-1-3	Sample	25	Sample-877
4	4	10	4	Sample-10-1-4	Sample	12.5	Sample-877
4	4	10	5	Sample-10-1-5	Sample	6.25	Sample-877
4	4	10	6	Sample-10-2-1	Sample	100	Sample-878
4	4	10	7	Sample-10-2-2	Sample	50	Sample-878
4	4	10	8	Sample-10-2-3	Sample	25	Sample-878
4	4	10	9	Sample-10-2-4	Sample	12.5	Sample-878
4	4	10	10	Sample-10-2-5	Sample	6.25	Sample-878
4	4	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-80
4	4	11	1	Sample-11-1-1	Sample	100	Sample-879
4	4	11	2	Sample-11-1-2	Sample	50	Sample-879
4	4	11	3	Sample-11-1-3	Sample	25	Sample-879
4	4	11	4	Sample-11-1-4	Sample	12.5	Sample-879
4	4	11	5	Sample-11-1-5	Sample	6.25	Sample-879
4	4	11	6	Sample-11-2-1	Sample	100	Sample-880
4	4	11	7	Sample-11-2-2	Sample	50	Sample-880
4	4	11	8	Sample-11-2-3	Sample	25	Sample-880
4	4	11	9	Sample-11-2-4	Sample	12.5	Sample-880
4	4	11	10	Sample-11-2-5	Sample	6.25	Sample-880
4	4	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-80
4	5	1	1	Sample-1-1-1	Sample	100	Sample-881
4	5	1	2	Sample-1-1-2	Sample	50	Sample-881
4	5	1	3	Sample-1-1-3	Sample	25	Sample-881
4	5	1	4	Sample-1-1-4	Sample	12.5	Sample-881
4	5	1	5	Sample-1-1-5	Sample	6.25	Sample-881
4	5	1	6	Sample-1-2-1	Sample	100	Sample-882
4	5	1	7	Sample-1-2-2	Sample	50	Sample-882
4	5	1	8	Sample-1-2-3	Sample	25	Sample-882
4	5	1	9	Sample-1-2-4	Sample	12.5	Sample-882
4	5	1	10	Sample-1-2-5	Sample	6.25	Sample-882
4	5	1	11	PosCtrl-1-1	PosCtrl	100	PosCtrl-81
4	5	2	1	Sample-2-1-1	Sample	100	Sample-883
4	5	2	2	Sample-2-1-2	Sample	50	Sample-883
4	5	2	3	Sample-2-1-3	Sample	25	Sample-883
4	5	2	4	Sample-2-1-4	Sample	12.5	Sample-883
4	5	2	5	Sample-2-1-5	Sample	6.25	Sample-883
4	5	2	6	Sample-2-2-1	Sample	100	Sample-884
4	5	2	7	Sample-2-2-2	Sample	50	Sample-884
4	5	2	8	Sample-2-2-3	Sample	25	Sample-884
4	5	2	9	Sample-2-2-4	Sample	12.5	Sample-884
4	5	2	10	Sample-2-2-5	Sample	6.25	Sample-884
4	5	2	11	PosCtrl-1-2	PosCtrl	50	PosCtrl-81
4	5	3	1	Sample-3-1-1	Sample	100	Sample-885
4	5	3	2	Sample-3-1-2	Sample	50	Sample-885
4	5	3	3	Sample-3-1-3	Sample	25	Sample-885
4	5	3	4	Sample-3-1-4	Sample	12.5	Sample-885
4	5	3	5	Sample-3-1-5	Sample	6.25	Sample-885
4	5	3	6	Sample-3-2-1	Sample	100	Sample-886
4	5	3	7	Sample-3-2-2	Sample	50	Sample-886
4	5	3	8	Sample-3-2-3	Sample	25	Sample-886
4	5	3	9	Sample-3-2-4	Sample	12.5	Sample-886
4	5	3	10	Sample-3-2-5	Sample	6.25	Sample-886
4	5	3	11	PosCtrl-1-3	PosCtrl	25	PosCtrl-81
4	5	4	1	Sample-4-1-1	Sample	100	Sample-887
4	5	4	2	Sample-4-1-2	Sample	50	Sample-887
4	5	4	3	Sample-4-1-3	Sample	25	Sample-887
4	5	4	4	Sample-4-1-4	Sample	12.5	Sample-887
4	5	4	5	Sample-4-1-5	Sample	6.25	Sample-887
4	5	4	6	Sample-4-2-1	Sample	100	Sample-888
4	5	4	7	Sample-4-2-2	Sample	50	Sample-888
4	5	4	8	Sample-4-2-3	Sample	25	Sample-888
4	5	4	9	Sample-4-2-4	Sample	12.5	Sample-888
4	5	4	10	Sample-4-2-5	Sample	6.25	Sample-888
4	5	4	11	PosCtrl-1-4	PosCtrl	12.5	PosCtrl-81
4	5	5	1	Sample-5-1-1	Sample	100	Sample-889
4	5	5	2	Sample-5-1-2	Sample	50	Sample-889
4	5	5	3	Sample-5-1-3	Sample	25	Sample-889
4	5	5	4	Sample-5-1-4	Sample	12.5	Sample-889
4	5	5	5	Sample-5-1-5	Sample	6.25	Sample-889
4	5	5	6	Sample-5-2-1	Sample	100	Sample-890
4	5	5	7	Sample-5-2-2	Sample	50	Sample-890
4	5	5	8	Sample-5-2-3	Sample	25	Sample-890
4	5	5	9	Sample-5-2-4	Sample	12.5	Sample-890
4	5	5	10	Sample-5-2-5	Sample	6.25	Sample-890
4	5	5	11	PosCtrl-1-5	PosCtrl	6.25	PosCtrl-81
4	5	6	1	Sample-6-1-1	Sample	100	Sample-891
4	5	6	2	Sample-6-1-2	Sample	50	Sample-891
4	5	6	3	Sample-6-1-3	Sample	25	Sample-891
4	5	6	4	Sample-6-1-4	Sample	12.5	Sample-891
4	5	6	5	Sample-6-1-5	Sample	6.25	Sample-891
4	5	6	6	Sample-6-2-1	Sample	100	Sample-892
4	5	6	7	Sample-6-2-2	Sample	50	Sample-892
4	5	6	8	Sample-6-2-3	Sample	25	Sample-892
4	5	6	9	Sample-6-2-4	Sample	12.5	Sample-892
4	5	6	10	Sample-6-2-5	Sample	6.25	Sample-892
4	5	6	11	NegCtrl	NegCtrl	0	NegCtrl-41
4	5	7	1	Sample-7-1-1	Sample	100	Sample-893
4	5	7	2	Sample-7-1-2	Sample	50	Sample-893
4	5	7	3	Sample-7-1-3	Sample	25	Sample-893
4	5	7	4	Sample-7-1-4	Sample	12.5	Sample-893
4	5	7	5	Sample-7-1-5	Sample	6.25	Sample-893
4	5	7	6	Sample-7-2-1	Sample	100	Sample-894
4	5	7	7	Sample-7-2-2	Sample	50	Sample-894
4	5	7	8	Sample-7-2-3	Sample	25	Sample-894
4	5	7	9	Sample-7-2-4	Sample	12.5	Sample-894
4	5	7	10	Sample-7-2-5	Sample	6.25	Sample-894
4	5	7	11	PosCtrl-2-5	PosCtrl	6.25	PosCtrl-82
4	5	8	1	Sample-8-1-1	Sample	100	Sample-895
4	5	8	2	Sample-8-1-2	Sample	50	Sample-895
4	5	8	3	Sample-8-1-3	Sample	25	Sample-895
4	5	8	4	Sample-8-1-4	Sample	12.5	Sample-895
4	5	8	5	Sample-8-1-5	Sample	6.25	Sample-895
4	5	8	6	Sample-8-2-1	Sample	100	Sample-896
4	5	8	7	Sample-8-2-2	Sample	50	Sample-896
4	5	8	8	Sample-8-2-3	Sample	25	Sample-896
4	5	8	9	Sample-8-2-4	Sample	12.5	Sample-896
4	5	8	10	Sample-8-2-5	Sample	6.25	Sample-896
4	5	8	11	PosCtrl-2-4	PosCtrl	12.5	PosCtrl-82
4	5	9	1	Sample-9-1-1	Sample	100	Sample-897
4	5	9	2	Sample-9-1-2	Sample	50	Sample-897
4	5	9	3	Sample-9-1-3	Sample	25	Sample-897
4	5	9	4	Sample-9-1-4	Sample	12.5	Sample-897
4	5	9	5	Sample-9-1-5	Sample	6.25	Sample-897
4	5	9	6	Sample-9-2-1	Sample	100	Sample-898
4	5	9	7	Sample-9-2-2	Sample	50	Sample-898
4	5	9	8	Sample-9-2-3	Sample	25	Sample-898
4	5	9	9	Sample-9-2-4	Sample	12.5	Sample-898
4	5	9	10	Sample-9-2-5	Sample	6.25	Sample-898
4	5	9	11	PosCtrl-2-3	PosCtrl	25	PosCtrl-82
4	5	10	1	Sample-10-1-1	Sample	100	Sample-899
4	5	10	2	Sample-10-1-2	Sample	50	Sample-899
4	5	10	3	Sample-10-1-3	Sample	25	Sample-899
4	5	10	4	Sample-10-1-4	Sample	12.5	Sample-899
4	5	10	5	Sample-10-1-5	Sample	6.25	Sample-899
4	5	10	6	Sample-10-2-1	Sample	100	Sample-900
4	5	10	7	Sample-10-2-2	Sample	50	Sample-900
4	5	10	8	Sample-10-2-3	Sample	25	Sample-900
4	5	10	9	Sample-10-2-4	Sample	12.5	Sample-900
4	5	10	10	Sample-10-2-5	Sample	6.25	Sample-900
4	5	10	11	PosCtrl-2-2	PosCtrl	50	PosCtrl-82
4	5	11	1	Sample-11-1-1	Sample	100	Sample-901
4	5	11	2	Sample-11-1-2	Sample	50	Sample-901
4	5	11	3	Sample-11-1-3	Sample	25	Sample-901
4	5	11	4	Sample-11-1-4	Sample	12.5	Sample-901
4	5	11	5	Sample-11-1-5	Sample	6.25	Sample-901
4	5	11	6	Sample-11-2-1	Sample	100	Sample-902
4	5	11	7	Sample-11-2-2	Sample	50	Sample-902
4	5	11	8	Sample-11-2-3	Sample	25	Sample-902
4	5	11	9	Sample-11-2-4	Sample	12.5	Sample-902
4	5	11	10	Sample-11-2-5	Sample	6.25	Sample-902
4	5	11	11	PosCtrl-2-1	PosCtrl	100	PosCtrl-82
4	6	1	1	Sample-1-1-1	Sample	100	Sample-903
4	6	1	2	Sample-1-1-2	Sample	50	Sample-903
4	6	1	3	Sample-1-1-3	Sample	25	Sample-903
4	6	1	4	Sample-1-1-4	Sample	12.5	Sample-903
4	6	1	5	Sample-1-1-5	Sample	6.25	Sample-903
4	6	1	6	Sample-1-2-1	Sample	100	Sample-904
4	6	1	7	Sample-1-2-2	Sample	50	Sample-904
4	6	1	8	Sample-1-2-3	Sample	25	Sample-904
